,id,slug,path,scraped
178,4280932,happy-teeth-friends-royal-blue-by-clayvision_-_ahappybluetree,/en/fabric/4280932-happy-teeth-friends-royal-blue-by-clayvision_-_ahappybluetree,0
179,5222952,moon-phases-by-cloudsfactory,/en/fabric/5222952-moon-phases-by-cloudsfactory,0
180,7526626,black-white-leopard-leopard-print-ecru-small-scale-collection-leopard-spots-punk-rock-animal-print-by-borderlines,/en/fabric/7526626-black-white-leopard-leopard-print-ecru-small-scale-collection-leopard-spots-punk-rock-animal-print-by-borderlines,0
181,9275737,boys-horror-by-cool2droolbibs,/en/fabric/9275737-boys-horror-by-cool2droolbibs,0
182,7902782,lennox-vintage-deco-white-gold-by-crystal_walen,/en/fabric/7902782-lennox-vintage-deco-white-gold-by-crystal_walen,0
183,1865045,diamond-plate-metal-by-ripdntorn,/en/fabric/1865045-diamond-plate-metal-by-ripdntorn,0
184,5313150,japanese-water-garden-black-by-designed_by_debby,/en/fabric/5313150-japanese-water-garden-black-by-designed_by_debby,0
185,5620767,scattered-rainbows-earth-toned-watercolour-rainbows-rainbow-baby-kids-bedding-by-erin__kendal,/en/fabric/5620767-scattered-rainbows-earth-toned-watercolour-rainbows-rainbow-baby-kids-bedding-by-erin__kendal,0
186,4606154,sugar-skulls-on-black-background-by-furbuddy,/en/fabric/4606154-sugar-skulls-on-black-background-by-furbuddy,0
187,7359862,miss-piglet-baby-girl-pig-flowers-apples-larger-scale-by-gingerlous,/en/fabric/7359862-miss-piglet-baby-girl-pig-flowers-apples-larger-scale-by-gingerlous,0
188,7916145,edition-1-darker-eucalyptus-leaves-nature-prints-greenery-outdoors-by-erin__kendal,/en/fabric/7916145-edition-1-darker-eucalyptus-leaves-nature-prints-greenery-outdoors-by-erin__kendal,0
189,9142323,moths-pastels-by-yuanxudesign,/en/fabric/9142323-moths-pastels-by-yuanxudesign,0
190,7702196,fable-floral-teal-med-by-nouveau_bohemian,/en/fabric/7702196-fable-floral-teal-med-by-nouveau_bohemian,0
191,4591552,books-by-trizzuto,/en/fabric/4591552-books-by-trizzuto,1
192,7009777,rainbow-llamas-by-littlearrowdesign,/en/fabric/7009777-rainbow-llamas-by-littlearrowdesign,1
193,8345549,freehand-hearts-bone-on-dusty-pink-by-erin__kendal,/en/fabric/8345549-freehand-hearts-bone-on-dusty-pink-by-erin__kendal,0
194,5775570,line-em-up-speakeasy-cocktails-on-black-by-cecca,/en/fabric/5775570-line-em-up-speakeasy-cocktails-on-black-by-cecca,0
195,7431686,pizza-slice-black-stripes-food-fabric-by-littlearrowdesign,/en/fabric/7431686-pizza-slice-black-stripes-food-fabric-by-littlearrowdesign,0
196,6201082,watermelon-slices-coordinate-pink-watercolor-seeds-by-littlearrowdesign,/en/fabric/6201082-watermelon-slices-coordinate-pink-watercolor-seeds-by-littlearrowdesign,0
197,738367,love-faith-hope-by-christy_leigh,/en/fabric/738367-love-faith-hope-by-christy_leigh,0
198,5749777,eyeglasses-by-kellyrenay,/en/fabric/5749777-eyeglasses-by-kellyrenay,1
199,3840244,nurse-describing-words-ed-by-hot4tees_bg-yahoo_com,/en/fabric/3840244-nurse-describing-words-ed-by-hot4tees_bg-yahoo_com,0
200,3524137,constellations-animal-geometric-origami-illustration-blue-sky-night-sky-kids-nursery-baby-by-andrea_lauren,/en/fabric/3524137-constellations-animal-geometric-origami-illustration-blue-sky-night-sky-kids-nursery-baby-by-andrea_lauren,0
201,7833103,pink-grey-camouflage-camo-little-lady-coordinate-by-littlearrowdesign,/en/fabric/7833103-pink-grey-camouflage-camo-little-lady-coordinate-by-littlearrowdesign,0
202,6015090,golfers-on-dark-blue-small-by-thinlinetextiles,/en/fabric/6015090-golfers-on-dark-blue-small-by-thinlinetextiles,0
203,6075822,soft-meadow-floral-by-sweeterthanhoney,/en/fabric/6075822-soft-meadow-floral-by-sweeterthanhoney,0
204,989803,bacterias-by-bluevelvet,/en/fabric/989803-bacterias-by-bluevelvet,0
205,7670816,earth-tones-2-scattered-watercolor-rainbows-by-anniemontgomerydesign,/en/fabric/7670816-earth-tones-2-scattered-watercolor-rainbows-by-anniemontgomerydesign,0
206,6793446,scattered-playing-cards-black-by-thinlinetextiles,/en/fabric/6793446-scattered-playing-cards-black-by-thinlinetextiles,0
207,660934,afrogurls-by-africanamericanfabric,/en/fabric/660934-afrogurls-by-africanamericanfabric,0
208,5566933,galaxy-far-far-away-1in-chibi-gray-by-studiofibonacci,/en/fabric/5566933-galaxy-far-far-away-1in-chibi-gray-by-studiofibonacci,1
